tick,phase,max_abs_diff,rmse_all,state_rmse_l0,state_rmse_l1,state_rmse_l2,weight_rmse_l0,weight_rmse_l1,error_rmse_l0,error_rmse_l1
471,learn,4.768371586472142e-08,8.130006068673007e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.14244323097687e-15,0.0,2.9871343022991466e-15,6.778170604454577e-14
472,learn,4.768371586472142e-08,8.130006068673065e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.145498046837768e-15,0.0,2.8987909253365377e-15,6.535264900720609e-14
473,learn,4.768371586472142e-08,8.130006068669685e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.148553582949689e-15,0.0,2.532724625543863e-15,6.262718398293411e-14
474,learn,4.768371586472142e-08,8.130006068670651e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1516098380310396e-15,0.0,2.1708067688318955e-15,6.930361725565265e-14
475,learn,4.768371586472142e-08,8.130006068669592e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.154666810802968e-15,0.0,1.8076080413730694e-15,6.671196676282019e-14
476,learn,4.768371586472142e-08,8.130006068661092e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1577244999893524e-15,0.0,1.4279978646504604e-15,5.71089481518215e-14
477,learn,4.768371586472142e-08,8.130006068662133e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.160782904316798e-15,0.0,9.693935856902652e-16,5.797360116740317e-14
478,learn,4.768371586472142e-08,8.130006068668378e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.163842022514628e-15,0.0,1.1186841262403983e-15,5.960661906784004e-14
479,learn,4.768371586472142e-08,8.130006068664244e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.166901853314879e-15,0.0,1.4379849539553638e-15,5.34884062073549e-14
480,learn,4.768371586472142e-08,8.130006068666136e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.169962395452295e-15,0.0,1.0646642983648464e-15,5.593073256446435e-14
481,learn,4.768371586472142e-08,8.130006068670123e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1730236476643185e-15,0.0,1.5845912052673958e-15,5.800552903258484e-14
482,learn,4.768371586472142e-08,8.130006068664773e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1760856086910905e-15,0.0,2.0307176097478122e-15,4.991579555260398e-14
483,learn,4.768371586472142e-08,8.13000606866353e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.179148277275435e-15,0.0,1.7860166892589255e-15,4.994425235292076e-14
484,learn,4.768371586472142e-08,8.130006068666459e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.18221165216286e-15,0.0,2.3193935611252144e-15,5.912576977273523e-14
485,learn,4.768371586472142e-08,8.130006068661585e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1852757321015504e-15,0.0,2.877424096751249e-15,5.476461266141887e-14
486,learn,4.768371586472142e-08,8.130006068657017e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1883405158423584e-15,0.0,2.589905666830721e-15,4.87051210438816e-14
487,learn,4.768371586472142e-08,8.130006068659603e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1914060021388e-15,0.0,2.1249458013841767e-15,5.2078502447581725e-14
488,learn,4.768371586472142e-08,8.130006068658296e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.194472189747049e-15,0.0,1.728124244128494e-15,5.3674616156422183e-14
489,learn,4.768371586472142e-08,8.130006068657175e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.1975390774259285e-15,0.0,1.7222933966792033e-15,5.080179301578238e-14
490,learn,4.768371586472142e-08,8.130006068658908e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.200606663936908e-15,0.0,1.6362983357334869e-15,4.5694814129910393e-14
491,learn,4.768371586472142e-08,8.130006068653517e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.203674948044094e-15,0.0,1.7903725172748152e-15,3.8556425353774987e-14
492,learn,4.768371586472142e-08,8.130006068653209e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.206743928514227e-15,0.0,1.3995082641172028e-15,3.714195177884199e-14
493,learn,4.768371586472142e-08,8.130006068655826e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.209813604116673e-15,0.0,1.3019443700976667e-15,4.23569617957204e-14
494,learn,4.768371586472142e-08,8.130006068657175e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.2128839736234185e-15,0.0,1.24248583717045e-15,4.393274794304069e-14
495,learn,4.768371586472142e-08,8.130006068656414e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.215243819126963e-15,0.0,1.1288081394384297e-15,4.125225006605555e-14
496,learn,4.768371586472142e-08,8.130006068659893e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.2176043275642636e-15,0.0,1.446464845637209e-15,4.5766475524086805e-14
497,learn,4.768371586472142e-08,8.130006068657623e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.2199654980359686e-15,0.0,1.1666314222255365e-15,4.55650376367505e-14
498,learn,4.768371586472142e-08,8.130006068660404e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.222327329644102e-15,0.0,7.86925940650977e-16,4.563008474308899e-14
499,learn,4.768371586472142e-08,8.130006068661406e-09,0.0,8.132763616259188e-14,3.769728732309794e-08,5.224554010758179e-15,0.0,7.116471587535184e-16,4.03493141967903e-14
